age,value
53.204,-0.08
53.22,-0.13
53.251,0.01
53.286,0.07
53.306,0.14
53.319,0.25
53.337,0.12
53.389,0.01
53.43,0.18
53.463,0.18
53.463,0.44
53.497,0.63
53.514,0.6
53.527,0.64
53.54,0.37
53.566,0.07
53.59,0.17
53.634,0.19
53.637,0.06
53.643,0.19
53.645,0.15
53.692,0.18
53.749,0.27
53.781,0.29
53.823,0.14
53.835,0.07
53.865,0.07
53.909,0.07
53.911,-0.12
53.915,-0.08
53.934,0.19
53.96,0.28
53.968,0.33
54.008,0.26
54.029,0.23
54.106,0.07
54.15,0.15
54.2,0.31
54.248,0.42
54.268,0.05
54.305,0.1
54.328,0.51
54.352,0.36
54.367,0.64
54.385,1
54.425,0.75
54.444,0.65
54.466,0.67
54.481,0.51
54.568,0.78
54.587,0.64
54.627,0.5
54.644,0.63
54.664,0.67
54.723,0.73
54.748,0.52
54.773,0.63
54.795,0.71
54.819,0.78
54.841,0.89
54.871,1.07
54.875,0.85
54.906,0.9
54.928,0.81
54.947,0.74
54.971,0.83
54.986,0.84
55.016,0.91
55.027,0.81
55.064,0.96
55.095,0.97
55.122,0.83
55.138,0.97
55.145,0.92
55.147,1.05
55.172,0.69
55.188,0.68
55.194,0.81
55.228,0.91
55.235,0.67
55.257,0.83
55.268,1.02
55.306,1.06
55.324,1.18
55.342,1.14
55.357,0.89
55.379,0.75
55.405,1.26
55.408,1.25
55.454,1.08
55.469,1.3
55.499,1.29
55.506,1.2
55.55,1.38
55.573,1.53
55.587,1.4
55.624,1.28
55.628,1.25
55.652,1.92
55.662,1.64
55.675,1.07
55.7,1.09
55.711,1.14
55.73,1.01
55.755,1.37
55.81,0.65
55.821,0.61
55.832,1.05
55.846,0.94
55.853,0.93
55.865,0.77
55.869,1.1
55.886,0.33
55.89,0.19
55.895,0.87
55.903,1.09
55.906,0.95
55.91,0.76
55.918,0.42
55.922,0.68
55.933,0.68
55.938,0.33
55.941,0.48
55.945,0.3
55.946,0.11
55.953,0.17
55.957,-0.06
55.957,-0.23
55.961,0.1
55.965,0.31
55.97,0.12
55.975,0.07
55.976,-0.19
55.986,-0.65
55.991,-0.17
55.993,-0.17
55.995,-0.6
56.001,0.43
56.007,1.5
56.01,1.96
56.01,1.73
56.011,1.45
56.012,1.32
56.014,1.74
56.016,1.73
56.021,1.58
56.028,1.42
56.033,1.31
56.036,1.47
56.039,1.37
56.045,1.41
56.053,1.23
56.058,1.44
56.063,1.55
56.07,1.59
56.078,1.67
56.087,1.51
56.09,1.55
56.096,1.41
56.104,1.51
56.125,1.6
56.133,1.4
56.152,1.18
56.164,1.35
56.188,1.81
56.204,1.76
56.214,1.78
56.224,1.73
56.229,1.75
56.234,1.95
56.272,1.91
56.283,1.87
56.322,1.82
56.373,2
56.383,2.24
56.438,2.17
56.484,1.99
56.484,2.15
56.578,2.28
56.586,2.36
56.625,2.07
56.683,2.37
56.686,2.44
56.706,1.92
56.783,1.96
56.819,2.12
56.884,2.4
56.888,2.25
56.96,1.68
57.062,1.87
57.114,2.29
57.118,2.19
57.205,2.04
57.237,2.13
57.306,2.26
57.306,2.09
57.336,1.99
57.37,2.21
57.425,2.17
57.43,2.08
57.557,2.31
57.579,2.36
57.597,2.31
57.625,2.38
57.645,2.25
57.683,2.52
57.744,2.47
57.769,2.45
57.806,2.56
57.831,2.59
57.859,2.66
57.946,2.63
57.972,2.45
58.037,2.44
58.078,2.56
58.121,2.45
58.191,2.36
58.253,2.42
58.294,2.48
58.34,2.4
58.376,2.3
58.405,2.43
58.428,2.48
58.459,2.54
58.468,2.48
58.5,2.36
58.584,2.29
58.603,2.24
58.646,2.31
58.708,2.41
58.721,2.26
58.768,2.31
58.901,1.99
58.918,1.65
58.976,1.91
59.063,1.84
59.25,1.96
59.376,2.23
59.593,2.1
59.616,1.84
59.714,1.89
59.882,1.87
60.035,1.8
60.059,1.85
60.185,1.72
60.274,1.72
60.563,1.57
60.627,1.33
60.629,1.35
60.662,1.32
60.78,1.25
60.899,1.3
61.102,1.32
61.123,1.28
61.318,1.17
61.454,0.91
61.464,1.01
61.529,1.26
61.628,1.04
61.765,0.87
61.846,1.01
61.912,1.21
61.958,1.18
62.088,1.08
62.16,1.01
62.296,1.04
62.328,1
62.376,0.94
62.396,1.13
62.456,0.97
62.535,1.12
62.612,1.45
62.742,1.39
62.835,1.27
62.911,1.12
63.167,1.29
63.255,1.54
63.355,1.41
63.509,1.07
63.639,1.37
63.714,1.48
63.733,1.43
63.76,1.42
63.891,1.35
63.989,1.3
64.211,1.38
64.242,1.28
64.54,1.24
64.583,1.25
64.868,1.39
65.092,1.57
65.205,1.66
65.235,1.63
65.317,1.68
65.361,1.81
65.479,1.7
65.743,1.99
65.901,1.95
65.946,1.99
65.962,2.08
65.962,2.01
65.986,1.83
65.999,1.68
66.013,1.61
66.092,1.41
66.118,1.4
66.172,1.42
66.192,1.46
66.206,1.63
66.244,1.69
66.274,1.72
66.321,1.77
66.382,1.69
66.435,1.62
66.486,1.62
66.526,1.55
66.559,1.56
66.609,1.61
66.686,1.64
66.765,1.71
66.869,1.73
66.928,1.76
66.971,1.77
67,1.7
67.144,1.66
67.197,1.7
67.225,1.84
67.265,1.86
67.303,1.88
67.38,1.89
67.407,2.02
67.479,2.04
67.525,2.04
67.571,2.03
67.651,2.08
67.69,2.16
67.727,2.09
67.794,2.02
67.819,2.11
67.86,2.07
67.912,2.11
67.984,2.08
68.022,2.07
68.087,2.08
68.158,2.12
68.189,2.08
68.216,2.21
68.275,2.06
68.334,2.12
68.372,2.15
68.431,2.17
68.464,2.27
68.501,2.13
68.564,2.22
68.605,2.19
68.628,2.38
68.69,2.29
68.71,2.25
68.769,2.22
68.812,2.25
68.849,2.17
68.912,2.35
68.969,2.26
69.019,2.26
69.082,2.32
69.095,2.32
69.109,2.35
69.154,2.3
69.205,2.29
69.23,2.24
69.283,2.07
69.356,2.05
69.394,2.06
69.435,2.07
69.475,2.09
69.55,2.08
69.62,2.04
69.696,1.95
69.735,2.01
69.773,1.99
69.826,1.98
69.894,1.93
69.931,2.05
69.969,2.02
70.003,2.04
70.077,2.05
70.145,2.04
70.196,1.97
70.231,1.97
70.299,1.91
70.313,2.01
70.367,1.96
70.405,1.87
70.474,1.86
70.509,1.81
70.56,1.78
70.623,1.75
70.683,1.73
70.739,1.73
70.766,1.74
70.83,1.75
70.895,1.75
70.926,1.69
70.975,1.72
71.007,1.63
71.039,1.73
71.116,1.74
71.151,1.73
71.224,1.78
71.293,1.88
71.326,1.75
71.403,1.87
71.443,1.8
71.504,1.81
71.568,1.75
71.632,1.75
71.685,1.69
71.734,1.53
71.845,1.57
71.864,1.52
71.9,1.54
71.921,1.65
71.972,1.76
72.025,1.75
72.091,1.75
72.134,1.76
72.181,1.77
72.204,1.91
72.249,1.85
72.316,1.92
72.383,1.99
72.422,1.95
72.465,1.9
72.533,1.94
72.593,1.82
72.636,1.85
72.701,2.03
72.764,2.05
72.805,2.11
72.831,2.29
72.881,2.36
72.929,2.25
72.968,2.31
73.015,2.28
73.08,2.32
73.104,2.33
73.148,2.34
73.235,2.26
73.278,2.23
73.32,2.23
73.364,2.21
73.413,2.16
73.476,2.15
73.517,2.11
73.539,2.17
73.583,2.12
73.646,2.16
73.688,2.09
73.704,2.06
73.75,2.09
73.809,2.2
73.86,2.11
73.903,1.98
73.951,1.96
74.01,2.01
74.062,2.01
74.105,2.08
74.154,2.08
74.209,2.03
74.279,2.02
74.292,2.08
74.353,2.05
74.403,2.02
74.449,1.94
74.506,1.86
74.541,1.87
74.609,1.88
74.641,1.85
74.709,2.04
74.742,2.05
74.779,2.05
74.843,1.98
74.912,2.11
74.949,2.11
75.015,2.07
75.049,2.06
75.093,2.08
75.127,1.92
75.173,1.98
75.229,1.92
75.284,1.92
75.335,1.94
75.374,1.94
75.404,1.82
75.465,1.91
75.502,1.97
75.571,2.01
75.631,1.93
75.666,2.11
75.731,2.04
75.759,1.88
75.825,1.8
75.866,1.73
75.9,1.67
75.967,1.72
75.996,1.76
76.033,1.78
76.093,1.81
76.13,1.9
76.189,1.9
76.226,1.94
76.286,2
76.323,2.02
76.382,2.05
76.449,2.15
76.478,2.16
76.514,2.17
76.545,2.26
76.575,2.17
76.635,2.05
76.692,2
76.766,2.17
76.825,2.15
76.892,2.19
76.951,2.21
77,2.15
77.024,2.15
77.071,2.19
77.125,2.23
77.178,2.19
77.232,2.12
77.291,2.22
77.315,2.2
77.392,2.12
77.445,2.18
77.469,2.15
77.582,2.2
77.841,2.15
78.195,2.23
78.49,2.31
78.778,2.28
79.191,2.24
79.492,2.33
79.784,2.43
80.138,2.46
80.714,2.52
80.97,2.52
81.17,2.42
81.338,2.46
81.55,2.45
81.725,2.42
81.922,2.33
82.08,2.53
82.185,2.42
82.261,2.42
82.362,2.43
82.466,2.48
82.563,2.48
82.69,2.44
82.749,2.44
82.812,2.4
82.957,2.41
83.077,2.46
83.216,2.44
83.325,2.45
83.421,2.54
83.5,2.63
83.558,2.68
83.603,2.77
83.65,2.75
83.699,2.74
83.749,2.59
83.798,2.55
83.847,2.56
83.896,2.54
83.946,2.43
83.995,2.46
84.044,2.49
84.094,2.45
84.143,2.42
84.192,2.36
84.241,2.27
84.291,2.23
84.34,2.29
84.389,2.33
84.438,2.46
84.488,2.54
84.537,2.54
84.586,2.58
84.636,2.59
84.685,2.54
84.734,2.54
84.783,2.52
84.833,2.5
84.882,2.46
84.931,2.54
84.981,2.53
85.03,2.51
85.079,2.42
85.128,2.35
85.178,2.4
85.227,2.39
85.276,2.45
85.325,2.4
85.375,2.4
85.424,2.43
85.473,2.47
85.523,2.48
85.572,2.45
85.621,2.45
85.67,2.44
85.704,2.34
85.83,2.42
85.936,2.45
86.069,2.56
86.159,2.55
86.233,2.6
86.346,2.61
86.43,2.57
86.56,2.49
86.661,2.44
86.759,2.48
86.854,2.51
86.907,2.55
87.022,2.55
87.139,2.49
87.336,2.41
87.445,2.39
87.524,2.41
87.674,2.47
87.76,2.52
87.841,2.54
87.917,2.26
87.987,2.28
88.174,2.29
88.263,2.29
88.342,2.3
88.514,2.31
88.606,2.3
88.689,2.28
88.769,2.24
88.84,2.22
88.925,2.22
88.992,2.22
89.071,2.24
89.134,2.22
89.208,2.22
89.268,2.14
89.331,2.05
89.39,1.98
89.445,1.97
89.476,1.98
89.501,1.99
89.53,1.99
89.559,1.98
89.634,2.01
89.72,2.03
89.832,2.08
89.952,2.08
90.044,2.08
90.138,2.1
90.263,2.17
90.434,2.23
90.483,2.26
90.531,2.27
90.581,2.24
90.629,2.27
90.68,2.34
90.772,2.38
90.81,1.7
90.85,1.8
90.913,1.81
90.987,1.8
91.106,2.33
91.237,2.2
91.299,2.16
91.396,2.11
91.466,2.2
91.573,2.36
91.689,2.38
91.77,2.45
91.886,2.6
91.971,2.73
92.065,2.87
92.167,2.96
92.231,2.99
92.363,3.01
92.448,3.06
92.544,3
92.633,2.99
92.711,2.96
92.894,2.91
92.943,2.87
93.036,3.05
93.12,3.17
93.219,3.2
93.35,3.48
93.477,3.85
93.503,3.93
93.539,3.73
93.561,3.79
93.598,3.73
93.662,3.94
93.764,4.39
93.815,4.68
93.865,4.61
93.92,4.74
93.987,4.58
94.019,4.69
94.123,4.85
94.179,4.78
94.199,5.02
94.22,5.13
94.24,4.85
94.304,4.42
94.364,4.18
94.403,4.7
94.461,4.03
94.518,3.31
94.57,2.79
94.61,2.81
94.775,2.7
94.831,2.66
94.935,2.58
95.094,2.63
95.196,2.67
95.314,2.67
95.47,2.67
95.584,2.34
95.632,2.43
95.67,2.39
95.704,2.31
95.779,2.2
95.852,2.17
95.894,2.18
95.903,2.21
95.908,2.24
95.912,2.16
95.921,2.27
95.933,2.23
95.943,2.2
95.952,2.29
95.964,2.32
95.975,2.35
95.986,2.33
95.999,2.38
96.007,2.4
96.013,2.5
96.019,2.75
96.025,3.05
96.032,2.82
96.038,2.52
96.047,2.51
96.053,2.44
96.06,2.31
96.068,2.26
96.08,2.3
96.097,2.38
96.112,2.46
96.138,2.33
96.153,2.21
96.208,2.03
96.306,1.97
96.387,1.94
96.469,1.94
96.515,1.97
96.629,1.95
96.722,2.01
96.8,1.97
96.847,1.93
96.871,1.92
96.919,1.93
97.023,1.94
97.171,1.95
97.288,1.95
97.381,1.94
97.484,1.89
97.623,1.82
97.729,1.86
97.864,1.84
97.955,1.84
98.076,1.86
98.16,1.87
98.274,1.87
98.37,1.86
98.435,1.86
98.542,1.93
98.582,1.88
98.664,1.78
98.795,1.78
98.887,1.73
98.981,1.76
99.053,1.82
99.172,1.72
99.262,1.73
99.369,1.81
99.47,1.96
99.573,1.94
99.685,1.8
99.767,1.69
99.874,1.67
99.983,1.68
100.017,1.71
100.12,1.89
100.18,2.13
100.25,1.85
100.345,1.58
100.458,2.06
100.498,2.07
100.55,2.01
100.626,1.78
100.664,1.51
100.707,1.82
100.742,2.12
100.834,2.08
100.927,2.17
100.997,2.07
101.069,1.73
101.129,2.17
101.191,2.11
101.258,1.94
101.326,1.76
101.391,1.46
101.497,1.68
101.604,1.67
101.72,1.84
101.889,1.76
101.974,1.65
102.051,1.67
102.164,1.78
102.249,1.84
102.376,1.84
102.446,1.74
102.531,1.76
102.637,1.43
102.77,1.54
102.883,1.86
102.996,1.95
103.13,2.03
103.214,1.98
103.312,1.85
103.423,1.74
103.535,1.67
103.647,1.8
103.745,1.86
103.856,1.97
103.94,1.92
103.994,2
104.212,1.97
104.429,1.98
104.782,1.86
104.999,1.8
105.216,1.79
105.46,1.89
105.677,2.02
105.895,2.16
106.085,2.22
106.302,2.17
106.546,2.1
106.79,2.08
106.98,1.98
107.083,2.3
107.185,2.16
107.27,1.96
107.381,1.81
107.488,2.05
107.59,1.72
107.677,1.73
107.776,1.74
107.869,1.81
108.021,2.02
108.12,1.77
108.23,1.78
108.3,1.66
108.428,1.68
108.522,1.87
108.603,1.84
108.714,1.7
108.842,1.48
108.906,1.61
109.028,1.32
109.092,1.26
109.162,1.4
109.29,1.42
109.331,1.43
109.459,1.42
109.535,1.76
109.645,1.9
109.75,2.14
109.878,2.31
109.936,1.99
110.041,2.11
110.134,1.95
110.257,1.99
110.356,1.86
110.449,2.27
110.525,2.04
110.577,1.72
110.594,1.08
110.595,1.27
110.664,1.67
110.728,1.94
110.833,2.06
110.973,1.95
111.101,2.01
111.27,1.61
111.298,1.72
111.3,1.52
111.3,1.63
111.307,2.04
111.31,2.36
111.356,2.52
111.411,2.26
111.472,2.53
111.521,2.5
111.569,2.46
111.609,2.78
111.703,1.97
111.899,1.97
112.022,1.8
112.057,1.97
112.086,2.2
112.173,2.43
112.287,2.09
112.364,1.96
112.481,2.48
112.561,2.62
112.679,2.47
112.751,2.41
112.858,2.56
112.963,2.84
113.036,2.87
113.134,2.36
113.15,2.43
113.16,2.44
113.178,2.24
113.188,1.93
113.193,1.82
113.194,1.8
113.197,1.93
113.2,1.87
113.197,2.52
113.228,2.95
113.245,2.97
113.253,2.88
113.262,2.71
113.267,2.6
113.276,2.68
113.285,2.95
113.293,2.79
113.353,2.4
113.406,2.82
113.432,2.89
113.652,2.83
113.697,3.2
113.744,3.31
113.765,3.28
113.812,3
113.856,2.96
113.879,2.93
113.98,3.13
114.113,2.95
114.246,3.22
114.325,3.17
114.372,3.08
114.653,2.64
114.921,2.2
115.162,2.17
115.295,2.73
115.519,2.53
115.617,2.65
115.839,2.49
115.957,2.27
115.967,2.22
115.989,2.35
116.009,2.43
116.028,2.39
116.08,2.61
116.124,2.73
116.174,2.78
116.211,2.83
116.248,2.87
116.261,2.78
116.31,2.65
116.348,2.39
116.373,2.28
116.416,2.38
116.46,2.56
116.491,2.61
116.528,2.67
116.569,2.7
116.6,2.86
116.632,2.74
116.672,2.54
116.709,2.16
116.717,2.02
116.733,1.67
116.741,1.53
116.775,1.92
116.812,1.56
116.849,1.61
116.904,1.73
116.94,1.91
116.995,1.75
117.031,1.57
117.068,1.7
117.123,1.71
117.16,1.67
117.214,1.87
117.269,1.41
117.306,1.61
117.342,1.79
117.379,1.88
117.416,1.98
117.47,1.97
117.486,1.47
117.492,1.73
117.497,1.55
117.511,2.12
117.529,1.86
117.54,1.91
117.553,2.38
117.571,2.24
117.629,2.15
117.693,2.38
117.75,2.23
117.815,2.3
117.867,2.27
117.97,2.51
117.996,2.42
118.046,2.35
118.098,2.32
118.174,2.4
118.226,2.61
118.274,2.69
118.338,2.62
118.376,2.51
118.382,2.78
118.393,2.37
118.418,3.05
118.449,3.18
118.494,3.13
118.525,3.39
118.578,3.47
118.618,3.82
118.68,3.98
118.722,4.04
118.781,3.64
118.831,3.3
118.9,3.89
118.946,4.03
119.016,3.91
119.08,3.11
119.096,2.83
119.108,2.81
119.148,3.44
119.187,3.87
119.2,3.9
119.215,3.69
119.234,4.28
119.302,4.2
119.322,4.21
119.334,4.15
119.343,4.14
119.353,4.27
119.359,4.24
119.362,4.06
119.378,3.63
119.863,2.85
119.968,2.11
120.031,1.57
120.087,1.57
120.473,1.67
120.495,1.72
120.516,1.6
120.537,1.4
120.551,1
120.649,2.43
120.657,2.47
120.667,2.53
120.718,2.55
120.764,2.68
120.805,2.83
120.852,2.72
120.901,2.4
120.954,2.32
120.99,2.29
121.053,2.33
121.106,2.36
121.158,2.34
121.199,2.52
121.245,2.3
121.3,2.3
121.346,2.34
121.402,2.18
121.452,1.96
121.5,1.99
121.551,2.19
121.602,2.24
121.651,2.08
121.704,2.15
121.75,2.57
121.824,2.11
121.85,2.32
121.907,2.37
121.952,2.3
122,2.47
122.05,2.55
122.1,2.63
122.157,2.76
122.203,2.48
122.255,2.48
122.314,2.63
122.357,2.43
122.407,2.64
122.451,2.73
122.527,2.66
122.559,2.57
122.603,2.66
122.679,2.51
122.703,2.44
122.74,2.59
122.812,2.51
122.849,2.5
122.925,2.58
122.964,2.53
123.043,2.63
123.056,2.53
123.104,2.44
123.165,2.64
123.206,2.49
123.245,2.4
123.3,2.28
123.376,2.19
123.448,2.3
123.539,2.52
123.656,2.31
123.752,2.32
123.863,2.25
123.972,2.26
124.069,2.13
124.176,2.14
124.204,1.97
124.254,2.09
124.301,2.23
124.402,2.28
124.504,2.28
124.606,2.2
124.717,2.21
124.8,2.05
124.912,1.85
125.004,1.7
125.106,1.8
125.214,1.67
125.307,1.66
125.406,1.72
125.502,1.97
125.6,1.97
125.707,1.81
125.813,1.81
125.914,1.81
126.011,1.77
126.107,1.78
126.207,1.82
126.306,1.83
126.405,1.86
126.505,1.82
126.604,2.04
126.71,2.1
126.809,2.09
126.909,2.05
127.015,2.09
127.102,1.9
127.201,1.88
127.317,1.81
127.402,1.77
127.508,1.71
127.629,1.48
127.727,1.65
127.82,1.46
127.918,1.65
128.002,1.74
128.13,1.73
128.2,1.68
128.308,1.58
128.425,1.72
128.502,1.75
128.61,1.67
128.71,1.64
128.803,1.67
128.907,1.62
129.206,1.62
129.461,1.59
129.534,1.58
129.601,1.55
129.733,1.63
129.838,1.74
129.932,1.85
130.009,2.03
130.122,1.94
130.201,1.9
130.302,1.91
130.406,1.84
130.523,1.97
130.633,2.05
130.699,1.96
130.936,1.88
131.03,1.86
131.115,1.96
131.208,2.03
131.308,2.09
131.414,2.15
131.505,2.11
131.605,2.16
131.712,2.09
131.834,2.22
131.916,2.1
132.02,2.34
132.113,2.49
132.208,2.45
132.302,2.39
132.403,2.39
132.518,2.43
132.605,2.59
132.65,2.52
132.694,2.78
132.753,2.72
132.809,2.77
132.855,2.72
132.901,2.86
132.925,2.96
132.93,3.07
132.956,3.03
133.008,2.85
133.061,2.91
133.113,3
133.166,2.91
133.218,2.88
133.307,2.75
133.402,2.73
133.499,2.78
133.597,2.76
133.724,2.79
133.825,2.84
133.9,2.77
134.02,2.73
134.101,2.68
134.204,2.8
134.312,2.82
134.367,2.76
134.4,2.7
134.47,2.69
134.5,2.54
134.541,2.36
134.609,2.3
134.712,2.27
134.809,2.21
134.909,2.14
135.001,2.19
135.057,2.01
135.106,1.9
135.158,1.85
135.211,1.81
135.248,1.7
135.3,1.63
135.354,1.58
135.406,1.58
135.467,1.53
135.501,1.46
135.564,1.53
135.605,1.55
135.712,1.58
135.8,1.57
135.904,1.51
136.006,1.31
136.102,1.37
136.201,1.43
136.306,1.39
136.426,1.35
136.522,1.46
136.611,1.48
136.707,1.36
136.802,1.36
136.885,1.35
136.969,1.3
137.014,1.23
137.114,1.48
137.203,1.56
137.317,1.4
137.411,1.38
137.505,1.02
137.604,1.29
137.721,1.26
137.811,1.29
137.904,1.09
138.013,1.12
138.114,0.97
138.201,1.3
138.304,1.17
138.411,1.08
138.488,1.03
138.572,1.08
138.731,1.3
138.785,1.38
138.927,1.39
139.007,1.45
139.105,1.38
139.201,1.42
139.299,1.37
139.433,1.39
139.893,1.5
140.042,1.6
140.1,1.68
140.307,1.7
140.537,1.69
140.72,1.66
141.152,1.57
141.232,1.51
141.311,1.53
141.431,1.53
141.511,1.52
141.63,1.57
141.71,1.58
141.829,1.57
141.909,1.58
142.028,1.55
142.108,1.53
142.227,1.6
142.307,1.65
142.405,1.59
142.503,1.56
142.601,1.54
142.709,1.55
142.812,1.62
142.914,1.52
143.007,1.52
143.1,1.62
143.33,1.61
143.42,1.53
143.51,1.59
143.6,1.6
143.74,1.59
143.79,1.61
143.88,1.59
143.97,1.59
144.12,1.6
144.21,1.52
144.31,1.55
144.41,1.55
144.51,1.56
144.61,1.52
144.7,1.55
144.8,1.6
144.9,1.63
145.05,1.61
145.12,1.62
145.27,1.67
145.34,1.69
145.49,1.67
145.57,1.69
145.72,1.71
145.86,1.75
145.93,1.77
146,1.77
146.15,1.79
146.22,1.81
146.36,1.83
146.43,1.84
146.51,1.85
146.65,1.87
146.72,1.85
146.87,1.83
146.94,1.84
147.01,1.88
147.12,1.88
147.22,1.9
147.33,1.91
147.43,1.92
147.54,1.95
147.65,1.99
147.75,2.02
147.86,2.04
147.97,2.04
148.07,2.04
148.18,2.08
148.28,2.07
148.39,2.04
148.5,2.05
148.6,2.06
148.71,2.11
148.82,2.14
148.92,2.16
149.03,2.24
149.13,2.24
149.24,2.28
149.31,2.16
149.33,2.15
149.53,2.12
149.76,2.46
149.82,2.64
150.05,2.71
150.14,2.75
150.21,2.73
150.41,2.63
150.45,2.51
150.61,2.37
150.73,2.34
150.89,2.38
151.05,2.48
151.1,2.55
151.2,2.53
151.3,2.53
151.37,2.61
151.45,2.62
151.55,2.48
151.73,2.36
151.81,2.27
151.89,2.29
152.08,2.39
152.33,2.45
152.58,2.42
152.83,2.34
153.08,2.25
153.33,2.24
153.4,2.16
153.46,2.18
153.52,2.24
153.65,2.23
153.71,2.08
153.84,1.99
153.9,1.98
153.96,2.01
154.02,2.06
154.15,2.01
154.21,1.98
154.34,1.93
154.4,1.99
154.53,2.25
154.65,2.18
154.78,2.01
154.89,1.88
155,2.02
155.05,2.12
155.11,2.17
155.22,2.21
155.32,2.28
155.43,2.41
155.49,2.36
155.76,2.35
155.87,2.27
155.98,2.25
156.09,2.22
156.2,2.22
156.25,2.29
156.36,2.45
156.47,2.49
156.58,2.46
156.69,2.5
156.75,2.51
156.8,2.47
156.85,2.33
156.96,2.48
157.01,2.47
157.12,2.43
157.22,2.58
157.3,2.49
157.41,2.61
157.47,2.61
157.5,2.54
157.52,2.62
157.55,3.05
157.6,2.56
157.65,2.86
157.7,2.39
157.81,2.32
157.85,2.32
157.85,2.19
157.87,1.93
157.9,1.66
157.93,2.25
157.95,1.76
157.98,1.99
158,1.79
158.02,2.25
158.05,2
158.08,2.07
158.1,2.08
158.13,2.06
158.16,2.75
158.17,2.76
158.2,2.25
158.23,2.37
158.25,2.53
158.28,2.82
158.3,2.56
158.32,2.68
158.35,2.48
158.38,2
158.4,1.66
158.42,2.07
158.45,1.83
158.47,1.67
158.5,1.67
158.53,1.72
158.55,1.73
158.57,1.96
158.6,2
158.63,1.78
158.65,2.06
158.68,1.77
158.7,1.32
158.73,1.79
158.75,1.93
158.78,1.89
158.8,1.5
158.82,1.63
158.85,1.53
158.88,1.61
158.9,1.52
158.96,1.51
159,1.34
159.05,1.83
159.1,1.96
159.16,1.7
159.2,1.59
159.25,1.58
159.31,1.45
159.35,1.21
159.41,1.12
159.45,1.36
159.5,1.18
159.53,1.32
159.53,1.2
159.86,1.87
159.87,1.85
159.9,1.67
160.01,1.68
160.05,2.12
160.11,2.12
160.15,1.97
160.21,2.03
160.25,2.11
160.28,2.53
160.29,2.53
160.3,2.44
160.32,2.26
160.35,2.41
160.41,2.4
160.45,2.27
160.49,2.26
160.54,2.13
160.6,1.5
160.65,1.93
160.7,1.78
160.77,1.5
160.81,1.93
160.85,1.83
160.9,1.69
160.95,1.31
161.02,1.48
161.08,2.07
161.16,2.23
161.21,2.26
161.25,2.16
161.3,2.28
161.36,1.41
161.38,1.68
161.4,1.97
161.43,2.31
161.46,2.18
161.5,2.17
161.53,2.13
161.53,2.21
161.55,2.13
161.57,1.75
161.61,1.55
161.64,1.8
161.71,1.99
161.82,1.99
161.93,1.7
162.17,1.64
162.27,1.84
162.34,2.29
162.45,2.45
162.53,2.46
162.55,1.47
162.6,1.99
162.63,1.7
162.65,2
162.71,1.85
162.81,1.79
162.91,1.74
163,1.95
163.1,1.93
163.2,1.69
163.24,0.49
163.27,0.9
163.29,0.73
163.33,0.5
163.35,0.96
163.41,1.37
163.5,1.61
163.61,1.75
163.7,1.45
163.83,1.49
163.91,1.58
164,1.72
164.12,1.77
164.2,1.89
164.32,1.67
164.41,1.78
164.5,1.67
164.61,1.35
164.75,1.29
164.89,1.17
165.03,1.18
165.17,1.11
165.3,1
165.41,0.93
165.56,0.91
165.78,0.98
165.94,1.08
166.14,1.22
166.4,1.39
166.63,1.54
166.83,1.69
167,1.8
167.08,1.88
167.13,1.9
167.22,1.94
167.34,2
167.44,2
167.58,2
167.65,2.07
167.71,2.15
167.85,2.23
167.94,2.22
168,2.19
168.14,2.12
168.23,2.11
168.3,2.11
168.36,2.11
168.45,2.11
168.55,2.1
168.62,2.12
168.75,2.12
168.83,2.12
168.9,2.14
168.97,2.14
169.04,2.15
169.11,2.14
169.23,2.08
169.32,1.94
169.43,2.04
169.51,2.23
169.6,2.63
169.74,2.67
169.8,2.88
169.94,2.63
170.08,2.98
170.15,3.06
170.17,3.17
170.22,2.98
170.33,3.12
170.41,3.08
170.52,2.66
170.58,2.51
170.65,2.26
170.72,2.14
170.81,1.87
170.89,1.82
171,1.64
171.1,1.83
171.2,1.97
171.26,2.26
171.3,2.3
171.35,2.76
171.4,1.96
171.46,1.66
171.5,1.8
171.56,1.46
171.6,1.37
171.65,1.26
171.7,1.28
171.81,1.46
171.9,1.6
172.03,1.6
172.1,1.63
172.22,1.61
172.29,1.46
172.45,1.44
172.51,1.34
172.62,1.51
172.7,1.64
172.85,1.63
172.92,1.54
173.01,1.61
173.12,1.81
173.21,1.84
173.31,1.7
173.45,1.8
173.52,1.72
173.61,1.7
173.76,1.85
173.84,1.86
173.9,1.86
174,1.74
174.11,1.88
174.21,1.88
174.32,1.8
174.48,1.82
174.53,1.81
174.6,1.7
174.68,1.56
174.78,1.56
174.82,1.64
174.91,1.8
175,1.89
175.17,2.01
175.28,2.04
175.31,2.07
175.42,2.06
175.49,1.99
175.66,1.98
175.75,1.97
175.88,1.97
176.18,2
176.28,2.05
176.38,2.1
176.48,2.13
176.57,2.19
176.62,2.22
176.72,2.23
176.84,2.21
176.92,2.25
176.99,2.32
177.07,2.36
177.14,2.34
177.3,2.31
177.42,2.26
177.51,2.26
177.6,2.26
177.65,2.19
177.71,2.03
177.82,2.04
177.95,2.01
178.03,1.95
178.11,1.93
178.26,1.96
178.33,2.09
178.43,2.34
178.53,2.4
178.62,2.47
178.71,2.37
178.87,2.33
178.97,2.41
